,pca_0,pca_1,surprisal,disc,u_id
186,-42.672885142779684,0.4874243816045633,0.290202,1,agio
187,-42.672885142779684,0.4874243816045633,0.290202,1,Michel Jorat
188,-42.672885142779684,0.4874243816045633,0.290202,1,Tessiner
189,-42.672885142779684,0.4874243816045633,0.290202,1,ketzer
190,-42.672885142779684,0.4874243816045633,0.290202,1,Berni
191,-5.330510614533641,1.465100628085322,0.287775,15,Thies (Wiesental)
192,186.84871082797056,2.2624709706344417,0.286905,91,Slep
193,-25.93734523818,1.2242363266959786,0.26367199999999996,7,MarcHerpers
194,-36.752945379878305,0.8829432603315982,0.260884,3,HB-EDY
195,-36.752945379878305,0.8829432603315982,0.260884,3,camanaboda
196,-12.673940951123779,1.5431737178445415,0.25713400000000003,12,Staublaui99
197,74.64883263368523,2.4778643075375784,0.24963600000000002,46,Jan (Zeiningen AG)
198,-17.569596196571283,1.5960006562569993,0.232485,10,staublaui/haslenGL
199,8.95716852730973,2.23499489556112,0.213351,20,zti
200,-39.20083889692347,0.9164758376412133,0.210519,2,samo
201,-39.20083889692347,0.9164758376412133,0.210519,2,MaxLev
202,-39.20083889692347,0.9164758376412133,0.210519,2,dimitri
203,-39.20083889692347,0.9164758376412133,0.210519,2,Bernhard Seeger
204,-39.20083889692347,0.9164758376412133,0.210519,2,Andreas (Langnau)
205,-39.20083889692347,0.9164758376412133,0.210519,2,Chuuz51
206,88.93651487691182,3.2432679099729826,0.19912,51,Marco (Hemishofen)
207,276.22007647627413,4.089757537366736,0.193324,125,Uwe/Eschlikon
208,-24.91309195408822,1.6769694607371708,0.186283,7,grafur Rifferswil
209,-27.360927337118635,1.7045896933555433,0.167518,6,Enzo
210,414.54767913611823,5.425031140764187,0.15254500000000001,179,Cedric
211,190.54697839114723,4.942580400325477,0.145284,90,Thundersnow
212,-41.6487784410229,0.9546894577302631,0.13513499999999998,1,Jerry94
213,-41.6487784410229,0.9546894577302631,0.13513499999999998,1,stefanm
214,-41.6487784410229,0.9546894577302631,0.13513499999999998,1,The_Phill
215,-41.6487784410229,0.9546894577302631,0.13513499999999998,1,slowfood
216,145.46215238950057,4.94063878156076,0.132772,72,Dr. Funnel
217,21.821375941332352,3.4694247948983263,0.127212,24,B3rgl3r
218,53.24378275875987,4.0569296702266255,0.125578,36,Haene
219,-32.25661115205815,1.7611572554560542,0.122895,4,Torro
220,-20.416653936414875,2.5450453465989047,0.10248900000000001,8,MeteoLukas
221,-12.048888013789355,2.911335119853912,0.100478,11,Beni Grenchen
222,-31.232302741315472,2.2078663748583485,0.0776935,4,-Urbi-
223,722.2260847105438,9.582442670700285,0.0755959,298,Federwolke
224,-37.152317870879635,1.820054187815158,0.0658221,2,Lösch dich endlich!
225,-37.152317870879635,1.820054187815158,0.0658221,2,Markus (Uster)
226,-40.62451084400554,1.4059669388305587,0.06552609999999999,1,Michael78
227,-40.62451084400554,1.4059669388305587,0.06552609999999999,1,Thomas Sävert
228,-40.62451084400554,1.4059669388305587,0.06552609999999999,1,Dominik (Glattbrugg)
229,-13.472321072459865,3.3802885188024785,0.0653381,10,Phil (Dübendorf)
230,-33.6801364987687,2.2357388078705034,0.0575899,3,Krys
231,-18.36796026519262,3.431482864262188,0.0494149,8,rene
232,-36.12797595301982,2.26377309171678,0.0366119,2,pöstligeo
233,-36.12797595301982,2.26377309171678,0.0366119,2,Pili
234,14.704143489246764,5.800145725040388,0.0261178,19,pharmazeut
235,-22.23922958444371,3.9231354465695216,0.0216996,6,Frieder
236,373.2148840274629,13.478691318655965,0.0202705,155,Cyrill
237,-12.847065530357368,4.727844613744906,0.0188123,9,Zumi (AI)
238,-15.294836191724873,4.752640248168186,0.0152282,8,lukasm
239,-17.74264728396794,4.777372534677479,0.0118892,7,Roger Spinner
240,-14.27045001861046,5.1918583048337945,0.010073899999999998,8,MountainFlower
241,13.906078929001078,7.605167336741808,0.00585195,17,Philippe Zimmerwald
242,480.17356010780696,19.60151668305069,0.00465852,192,Joachim
243,-36.527049540735966,3.170484961798228,0.00402534,1,Lightningfan Nadine
244,46.97826216151718,9.969922367571515,0.0035347,28,Necronom
245,-32.030466895430656,4.023016880773152,0.00329125,2,Peter (Morgarten)
246,272.68224425862763,17.610518446386564,0.00262686,111,Matt (8800 Thalwil)
247,-29.98168397311346,4.899959860102822,0.000953729,2,Stephan
248,155.18792930856173,18.768271486809777,0.000220745,63,Alfred
249,1.8934529429821334,9.966273873043095,0.000145523,10,knight
250,52.32656161893626,14.401299215714225,0.000101665,26,Thomas Jordi (ZH)
251,558.664479320833,34.969687819752544,2.5419899999999997e-05,209,Willi
252,19.879796864849364,13.375879828406761,1.6324200000000002e-05,14,Stefan Kandertal
253,-24.234337696702134,8.430269944265737,1.01236e-06,1,Urbi
254,-43.072432661501786,1.4423359757070855,0.0,0,Herez
255,-33.85289179499563,5.386610612387632,0.0,0,Stefan Hörmann
256,-44.09682586399257,1.0040833354638177,0.0,0,Synonymdani
257,-44.09682586399257,1.0040833354638177,0.0,0,trolly
258,-44.09682586399257,1.0040833354638177,0.0,0,Gewitterzelle-KOMM
259,-44.09682586399257,1.0040833354638177,0.0,0,hotting
260,-44.09682586399257,1.0040833354638177,0.0,0,fox929
261,-41.02364503006675,2.3188417808883024,0.0,0,fabiana
262,-44.09682586399257,1.0040833354638177,0.0,0,pterozaurus
263,-44.09682586399257,1.0040833354638177,0.0,0,paese
264,-41.02364503006675,2.3188417808883024,0.0,0,Bremgarten
265,-44.09682586399257,1.0040833354638177,0.0,0,Roman (Domat/Ems)
266,-44.09682586399257,1.0040833354638177,0.0,0,Mickey Berneck 430
267,-44.09682586399257,1.0040833354638177,0.0,0,Thilo Audax Kühne
268,-44.09682586399257,1.0040833354638177,0.0,0,HJH
269,-26.682138559924507,8.45437944388696,0.0,0,Matt (Thalwil)
270,-44.09682586399257,1.0040833354638177,0.0,0,guido
271,-44.09682586399257,1.0040833354638177,0.0,0,wetterfreak vbg
272,-44.09682586399257,1.0040833354638177,0.0,0,wundoc
273,-43.072432661501786,1.4423359757070855,0.0,0,Heinz Rottweil (D)
274,-44.09682586399257,1.0040833354638177,0.0,0,Seetaler
275,-44.09682586399257,1.0040833354638177,0.0,0,biker
276,-31.804104572378424,6.263116242670624,0.0,0,Chicken3gg
277,-43.072432661501786,1.4423359757070855,0.0,0,virtualsky
278,-44.09682586399257,1.0040833354638177,0.0,0,Bowmore
279,-38.974857807449546,3.1953474111712934,0.0,0,Kate
280,-41.02364503006675,2.3188417808883024,0.0,0,Tsunami
281,-44.09682586399257,1.0040833354638177,0.0,0,Schnittlauch
282,-44.09682586399257,1.0040833354638177,0.0,0,Kurt
283,-43.072432661501786,1.4423359757070855,0.0,0,Jan G.
284,-44.09682586399257,1.0040833354638177,0.0,0,Michael (Gossau ZH)
285,-43.072432661501786,1.4423359757070855,0.0,0,lukeduke
286,-44.09682586399257,1.0040833354638177,0.0,0,Reto Arosa/ZH/SO
287,-44.09682586399257,1.0040833354638177,0.0,0,Sadinsky
288,-44.09682586399257,1.0040833354638177,0.0,0,Janine
289,-43.072432661501786,1.4423359757070855,0.0,0,Sasch76
290,-42.048040685464464,1.880588091255671,0.0,0,Fredwolf
291,-32.82850022777613,5.82486255303799,0.0,0,Thomas Belp
292,-43.072432661501786,1.4423359757070855,0.0,0,Swifto
293,-44.09682586399257,1.0040833354638177,0.0,0,Hausi
294,-44.09682586399257,1.0040833354638177,0.0,0,Trimbacher
295,-44.09682586399257,1.0040833354638177,0.0,0,favonio
296,-44.09682586399257,1.0040833354638177,0.0,0,baumdienste.ch
297,-42.048040685464464,1.880588091255671,0.0,0,Eiche
298,-42.048040685464464,1.880588091255671,0.0,0,michel
299,-43.072432661501786,1.4423359757070855,0.0,0,paede
300,-44.09682586399257,1.0040833354638177,0.0,0,stomcat
301,-44.09682586399257,1.0040833354638177,0.0,0,sniffi
302,-44.09682586399257,1.0040833354638177,0.0,0,Cec Fahrwangen
303,-38.974857807449546,3.1953474111712934,0.0,0,Tronic
304,-44.09682586399257,1.0040833354638177,0.0,0,Simu1
305,-44.09682586399257,1.0040833354638177,0.0,0,elite_sirexi
306,-43.072432661501786,1.4423359757070855,0.0,0,Silverchord
307,-44.09682586399257,1.0040833354638177,0.0,0,MrFrostyBee
308,-44.09682586399257,1.0040833354638177,0.0,0,realstormtrack
309,-44.09682586399257,1.0040833354638177,0.0,0,Patrick
310,-44.09682586399257,1.0040833354638177,0.0,0,aussie
311,-44.09682586399257,1.0040833354638177,0.0,0,Sternchen99
312,-39.99925346284726,2.7570937215386624,0.0,0,Damaro Bern
